pageid,num_links_in,num_images,num_links_out,num_categories,num_references,num_words
203237,634,17,494,31,109,29200
13913,2039,21,859,49,545,117180
187273,444,3,972,14,22,37822
19389318,36,5,116,18,51,8227
155160,189,5,154,29,42,8197
124802,13029,17,547,6,93,34815
4748957,65,0,120,4,12,4736
2387806,1647,28,522,30,285,68640
3418303,4271,50,1357,76,201,98487
195306,372,30,503,45,73,66636
20200414,6,0,41,18,45,11869
13547,1390,10,744,22,133,43550
437067,427,6,364,11,56,15110
14233,905,4,625,24,114,32280
35751103,12,0,100,9,78,19948
261925,2524,18,536,10,46,22243
16463132,69,14,490,13,125,30645
17173785,885,7,642,32,220,35405
13869,14049,37,868,24,173,73499
336056,138,3,113,7,98,22467
9603757,589,6,359,23,108,24616
27992,5022,48,1749,30,363,101960
29440,1719,35,1386,28,72,24595
3895745,225,7,305,26,167,54236
12254052,948,31,471,20,111,45026
4124046,377,14,377,28,345,98569
743769,2641,6,323,12,8,5377
88923,4016,19,824,89,184,37833
26847,6913,42,1561,39,285,123413
25664190,1650,18,776,35,175,44880
175811,256,12,666,19,109,70701
13690575,1594,31,625,17,154,48448
2095829,945,20,516,40,263,75183
27655,543,7,140,43,41,10188
18932365,86,5,129,9,68,23911
17416221,71487,96,1419,53,241,69186
27977,2338,27,728,41,329,53571
32350676,4222,45,651,41,265,58336
816925,1963,6,447,15,15,11295
179553,5563,46,1814,26,125,71586
24795561,3649,59,750,37,26,33352
26779,59837,125,1300,70,195,85858
26950,633,84,553,16,8,9496
4751135,838,17,833,29,120,48454
26667,122058,160,1763,50,380,105954
18842471,7121,79,817,22,134,76015
5980301,1249,19,706,29,28,72328
189109,970,19,1155,23,22,34618
28265,5593,42,1462,50,197,60613
21496026,153,5,162,18,91,61623
28480,1394,18,678,37,312,62387
148956,7001,6,328,7,28,14660
25272420,788,3,364,20,106,39123
16146360,16,2,114,17,128,33352
17157886,3942,33,532,32,143,42758
26678,4129,25,886,33,300,61156
27783,1047,10,246,15,157,24180
335195,979,26,543,64,389,47921
18956166,1387,17,561,17,130,39785
640689,445,4,394,32,62,16232
38466392,427,19,316,21,234,49054
1380550,647,19,499,15,232,77874
16844797,115,6,55,9,28,23896
59606,85,0,47,9,13,2687
27421,11137,77,1038,43,182,60027
28246,2467,61,1203,24,116,69509
427707,735,3,745,18,33,36119
1514981,406,8,249,23,75,29977
102075,346,8,225,26,81,39435
27999,81,13,299,7,39,19414
218299,92,29,318,25,36,25116
26748,85312,102,1439,50,312,84013
486017,645,21,467,54,49,36596
28642,189,6,140,16,37,30320
666601,286,0,144,12,10,8917
29612,1222,5,58,7,2,7069
1337691,917,14,356,22,49,44402
30741795,3221,86,1919,55,811,122014
30658,235,28,184,15,86,46828
61117,939,5,325,11,42,6599
31438,3198,33,610,21,55,33797
30635,3447,45,830,35,320,94698
30077,3978,2,381,10,34,38588
30797,287,53,224,89,90,20875
30297,2286,15,642,26,82,73035
5422144,3043,19,631,61,703,44484
56481,95,6,246,14,136,24098
22754875,990,23,477,27,313,62973
21898839,806,10,574,17,157,19723
143377,233,26,249,53,110,84568
1151958,65,7,149,17,104,30480
184136,1510,38,1095,59,246,92745
30475,1333,20,1042,56,86,24982
83859,916,26,323,18,229,94645
10839777,4602,8,1090,13,96,59727
149014,181,7,318,15,20,12027
169496,518,7,751,40,72,26320
65719,648,30,608,27,152,69178
1056144,13,4,25,8,1,2702
428819,805,9,716,41,135,37454
30636,3612,37,608,48,199,50478
63578,205,113,368,28,184,10926
1351855,40,2,24,8,9,3119
29810,43854,80,1678,35,396,89548
38711,994,21,497,19,22,73193
29812,11242,39,1191,57,139,87656
1397993,18,1,80,7,9,13428
137840,1523,40,531,36,48,60223
30680,78302,23,576,41,293,58748
1923870,483,17,491,37,441,41096
65735,45,3,135,12,58,26454
29838,6190,29,996,44,267,56662
656307,132,5,274,12,188,23589
30535,6333,66,1747,95,174,104026
528543,42,1,264,6,32,6867
221998,157,7,417,13,72,9410
29922,5413,62,1512,92,207,89362
58397,250,7,293,44,166,44408
65192,458,32,208,29,169,29360
44534,1443,33,971,55,164,100662
33139,4329,14,546,29,168,32284
25862547,3331,76,838,32,252,54433
34289,1295,28,817,45,173,62834
34272,2694,30,629,42,100,41576
34350,2125,17,1145,81,252,73587
3524766,60731,120,1179,52,513,62126
301899,197,4,335,12,125,42377
34244,9194,46,403,19,47,45861
171306,264,1,45,11,17,5622
78747,828,18,463,49,201,59213
766968,39,1,123,23,61,18075
34421,2150,13,219,25,8,22596
34399,16342,58,1188,43,333,84899
77880,1150,22,1031,69,236,38735
14529239,489,16,431,32,154,47624
1332334,530,8,641,13,27,19385
415767,918,30,743,29,106,78241
12232585,232,19,193,10,12,76704
684813,929,15,759,31,120,41202
20764470,90,2,17,15,6,3610
1553191,416,12,230,33,156,59279
201936,2778,103,1215,37,347,142015
31150160,1857,46,598,48,659,68976
47374,857,28,714,4,59,17757
21538638,624,17,860,26,228,47385
12561015,461,13,340,28,262,36621
167884,222,3,89,6,1,2997
33933496,21,5,33,14,22,3544
1673370,35,4,133,13,142,20565
5069516,2713,24,618,26,613,58103
275051,549,3,604,8,247,41779
82065,298,9,214,9,17,9233
2047065,97,2,91,4,3,839
765,4212,21,579,21,432,44057
307,7909,51,1492,65,165,103705
2731583,9348,61,1449,100,89,79514
58809,1442,20,494,23,250,55276
2343,1706,6,365,4,10,11982
49392,1353,3,647,21,150,47139
2503,2256,18,658,22,96,27904
2162,3743,25,594,42,159,38390
18947965,377,72,537,35,96,50406
1653,810,8,429,17,90,25538
894,3087,14,449,12,151,26158
10934212,1522,24,546,10,192,52769
1921,3833,76,965,70,443,91793
251879,765,16,466,61,283,26167
5042706,4483,44,1878,92,343,60401
48370461,3239,8,450,26,225,48305
166702,630,18,432,51,182,34039
161947,404,12,315,41,181,34181
624,13366,69,1468,33,189,65853
500309,334,7,121,9,13,2894
736,4110,50,1014,110,240,65428
717,17852,70,779,28,166,55328
2965,3087,19,467,23,366,51261
358934,148,9,530,59,153,17125
212472,1223,21,916,56,277,63498
45214,126,4,215,17,30,20050
5297192,155,4,216,4,12,2443
55313,1536,14,445,18,266,38455
381552,31,2,31,6,20,6882
1845,1448,33,649,29,505,94828
18914017,3950,23,814,30,685,50856
1902,331,32,392,24,159,31460
1950,2234,22,619,23,167,109987
863,32841,56,1148,30,135,93364
521057,334,2,304,30,245,35183
5315944,15,1,56,6,42,6252
1131183,1871,62,940,16,234,71232
1973,6447,24,1454,22,169,95050
172479,734,3,339,1,15,3537
19346935,1020,10,264,41,102,31646
4097799,447,16,443,25,211,46762
2460,683,18,348,11,180,39312
12,3485,31,1424,27,248,69734
1023,1083,13,441,15,112,74612
1630179,393,8,532,18,233,27113
22320587,239,7,627,52,146,49657
315087,46,0,85,21,58,18722
432972,225,3,133,30,59,6889
1623,3280,50,1072,67,220,105092
99881,339,7,357,44,148,28926
864,2573,18,717,87,195,56160
232035,112,7,129,9,66,14407
48522,587,13,550,98,125,29055
72671,1977,92,805,65,280,40513
5792809,1538,25,737,65,325,57160
800,9916,19,1010,14,100,29288
331538,217,4,194,29,38,16927
2314,209,3,215,37,76,17019
52045701,20,2,83,5,52,7087
205522,467,18,757,58,283,59348
68335,317,7,312,37,149,29392
700568,131,4,181,6,84,14328
4577283,78,2,72,8,55,9522
569,4936,22,1003,11,90,49568
283205,782,70,993,32,247,69696
43441237,572,11,272,18,29,17353
2197030,350,10,603,7,39,22040
8814638,746,5,655,8,15,23877
42762068,204,5,430,14,26,18637
1429917,154,12,529,20,209,42765
571440,907,8,386,13,49,31333
1078,3517,32,1370,25,327,101858
2200527,4526,35,1269,44,138,105002
37873196,32,1,33,14,25,4771
80740,677,46,991,25,233,67543
2944,1104,35,494,62,176,50223
155033,293,12,142,44,32,17742
140376,2416,47,1154,62,312,108896
1806,2883,30,833,87,282,67226
309935,149,4,231,40,82,44140
51669,242,1,185,16,34,7036
42277,799,10,547,14,23,34888
274539,693,5,189,33,103,16624
425757,484,48,513,12,35,37940
2450993,279,24,295,29,31,16388
6822,8490,128,1045,35,207,77896
678255,221,3,477,33,62,15516
606848,28531,69,2338,26,313,83127
553050,271,9,300,19,17,12325
5920,1365,21,540,26,85,20377
17253537,2740,17,629,13,85,31023
320023,531,9,274,16,8,39447
68319,331,18,375,41,96,23904
6907,650,25,484,22,59,20939
42635,757,24,285,59,154,28368
51255,2590,38,799,72,157,182061
278119,740,6,322,34,160,21091
80696,2824,32,1105,72,218,76339
6100,478,16,300,36,25,8324
50490,2063,27,477,23,78,65986
6886,40231,130,2194,41,353,89811
5945,6309,40,960,15,100,40051
5465786,182,1,349,8,16,5547
1651190,444,3,303,7,38,11552
250193,219,4,132,10,49,15278
5405,98808,140,1896,48,575,84676
5751,47996,24,922,24,30,46631
15147453,484,8,471,7,16,18132
7738,538,19,419,18,453,61142
2627820,1457,14,419,60,213,37967
5847204,1562,26,746,39,346,58834
196570,229,4,38,17,14,8023
125309,730,43,857,15,303,72030
63317,1196,12,775,25,134,52975
5211,19110,64,1325,24,352,79154
345597,64,10,91,18,46,16497
5635,2579,39,738,56,134,61114
73626,640,5,468,47,79,48126
1281795,209,13,854,9,105,20604
6438,13579,13,325,18,154,24685
6671,6491,33,1080,10,36,55081
8718425,784,16,267,16,263,51062
28291766,1849,11,484,43,195,52479
8389,1523,13,508,27,579,63100
6910,1193,11,298,16,151,36378
5987,6827,68,540,23,299,47407
208413,1911,30,265,13,87,37700
191704,22,12,123,15,61,39955
241649,260,6,79,17,56,14588
325329,13764,102,1369,28,143,93292
7463,186,6,225,17,211,56458
13886661,314,7,291,31,149,29537
20914042,8692,31,502,13,29,19249
9209651,7860,18,571,26,54,30873
215623,581,38,394,13,24,13929
215623,581,38,394,13,24,13929
158177,1600,47,605,71,242,52303
7023,8436,117,909,37,191,125355
95801,301,9,240,12,64,22419
2298740,1601,16,985,5,145,54706
6623,1773,12,497,4,20,68548
41568624,251,15,459,26,82,92062
5530,1266,4,416,18,78,27471
5919,1196,4,214,8,14,7814
7283,358,6,68,7,37,7172
26410,459,26,516,13,191,56203
5278,2859,16,486,24,82,39583
18948365,1453,7,364,16,102,47636
5648,9340,57,919,26,168,53489
5714828,3653,33,515,35,61,34681
5655,812,31,737,72,409,58293
7683,329,5,450,6,231,42507
5326,1196,13,695,26,341,51873
49823,1747,4,195,9,49,38610
5785,3206,14,680,30,20,36064
7172656,506,12,548,17,96,24542
2279619,194,6,186,25,139,29878
23818735,322,5,327,16,215,51972
8931878,41,0,160,5,15,14647
709683,382,3,267,7,132,25719
1046514,76,14,304,22,285,60742
7339782,350,9,312,24,120,21151
69801,3323,60,756,32,118,53707
4412145,3645,40,925,5,34,60927
6760,772,9,638,10,102,18042
36662188,477,19,339,23,228,30459
5042481,26046,87,987,45,356,66079
6827,2254,41,931,43,142,83507
1008588,1305,9,495,10,92,35236
181322,338,9,442,11,41,14701
32492747,408,17,325,16,165,54856
19005719,181,5,181,27,93,25326
5593,20916,92,1015,64,273,69449
183570,775,22,600,51,119,77329
252854,2091,73,876,24,27,49663
20648089,453,7,184,25,114,39988
235169,98,1,64,10,31,18352
605837,1215,9,256,19,30,14097
339365,415,9,269,48,97,21428
456252,594,8,567,54,205,46192
9442699,10,2,23,8,1,5448
10431114,24,0,43,4,20,11330
12686162,264,17,268,21,77,12564
